,body_text,label
2340,url http www newsisfree com click 0 8613661 159 date 2002 10 06t18 12 59 01 00 rendering polygons is not as easy as it used to be the reason being the vast amount of different rendering techniques methods and algorithms available not only is choosing the right ones a problem even worse all that are selected need to work together there are some algorithms which simply do not work together and in that case only one may be used whilt the other one needs to be replaced witha more compatible method this feature explores how factor 5 approached the problem when developing rogue leader for gamecube ,1
2160, i m not sure which way to make the old bits call on this a was posted well after b was in the archives but then again b didn t bother with any commentary new bits if you two can agree upon who was at fault penance will be to explain how feedback phase is affected by time lags and tie that in to the spontaneous generation of business cycles in the beer game dave see also explaining capacity overshoot and price war misperceptions of feedback in competitive growth markets in which the scenario 4 margin oriented tit for tat seems close to the strategy described in game theoretical gandhi more laptops ,1
1703,i think that when considering deployment a solution that supports all python platforms and not just the l unix crowd is desirable mac and pc users are more apt to be using a commercial mua that s unlikely to offer hooking ability at least not easily as mentioned elsewhere even l unix users may find an mua solution easier to use then getting it added to their mta sysops make programmers look like flaming liberals my notion of a solution for windows outlook has been as guido described a client server client side does pop3 imap mapi fetching of which i m only going to implement pop3 initially potentially on several hosts spamhams the incoming mail and puts it into one file per message qmail style the mua accesses this ethunk as a server to obtain all the ham spam is retained in the ethunk and a simple viewer would be used for manual oversight on the spam for ultimate rejection and training of spam filter and the ham will go forward after being used for training on the next mua fetch ethunk would sit on a timer for always online users but i am not clear on how to support dialup users with this scheme outbound mail would use a direct path from the mua to the mta hopefully all muas can split the host fetch send url s imo end users are likely to be more intested in n way classification if this is available the simple viewer could be enhanced to support viewing via folders and at least for me the outlook nightmare is over i would use this as my only mua n b according to my recent readings the best n way classifier uses something called a support vector machine svm which is 5 8 more accurate then naive bayes nb i wonder if the focus of spambayes ought not to be a classifier that leaves the fetching and feeding of messages to auxillary code that way it could be dropped into whatever harness that suited the user s situation david leblanc seattle wa usa ,1
463,bitbitch magnesium net wrote well beberg unless you re really into anime and actually hold true that dead people can send email i think geege s subject is just dandy funny you should mention that as i just came back from refilling the green coolant in my navi bonus fork points if adam knows what anime i m refering to i guess i don t get any points do i no didn t think so joe p s we ve just started watching boogiepop phantom the combatant state is your father and your mother your only protector the totality of your interests no discipline can be stern enough for the man who denies that by word or deed ,1
1779,on tue sep 03 2002 at 09 03 40pm 0400 yannick gingras wrote this make me wonder about the relative protection of smart cards they have an internal procession unit around 4mhz can we consider them as trusted hardware the ability to ship smart cards periodicaly uppon cashing of a monthly subscription fee would not raise too much the cost of renting the system smart card do their own self encryption can they be used to decrypt data needed by the system the input of the system could me mangled and the would keep a reference of how long it was in service this sounds really feasible but i may be totaly wrong i may also be wrong about the safety of a smart card what do you think that s similar to using hard locks either the old parallel or the new usb the problem is that that piece of hardware is trustworthy but the rest of the pc isn t so a cracker just needs to simulate the lock smart card or peek at the executable after the lock has been deactivated regards luciano rocha consciousness that annoying time between naps ,1
1133,url http scriptingnews userland com backissues 2002 09 25 when 6 25 23am date wed 25 sep 2002 13 25 23 gmt jon hanna on the rss dev list says 1 that rss was not designed to be of any particular use to bloggers aggregators or metadata providers this is not true half of rss 0 91 was scriptingnews format 2 which was totally designed to model a weblog in xml 1 http groups yahoo com group rss dev message 4023 2 http my userland com stories storyreader 11 ,1
760,on sun 8 sep 2002 gordon mohr wrote gary lawrence murphy cynicizes hmmm just as i thought in other words it has no practical uses whatsoever online gaming continues to grow screw britannia real life britain would be a fun world to wander conquer explore virtually in role playing or real time strategy games andthus geocaching this would make a nice little let me check this set of coord out before we trek into 10 feet of quicksand ,1
323, want to watch sporting events movies pay per view you can assemble from electronic store parts for about 12 00 we send you e z to follow assembly instructions e z to read original drawings electronic parts lists plus something new you must have something you can t do without the up to date report using a descrambler legally warning you should not build a tv descrambler without reading this report first frequently asked questions cable tv descrambler q will the descrambler work on fiber tci jarrod a the answer is yes q do i need a converter box a this plan works with or without a converter box specific instructions are included in the plans for each q can the cable company detect that i have the descrambler a no the signal descrambles right at the box and does not move back through the line q do i have to alter my existing cable system television or vcr a the answer is no q does this work with my remote control a the answer is yes the descrambler is manually controlled but very easy to use q can you email me the plans a no the program comes with an easy to follow picture guide q does this work everywhere across the country a yes every where in the usa plus england brazil canada and other countries q is this deal guaranteed a yes if you are unhappy for any reason we will refund your money order information act within the next 7 days and receive two free bonus the cable manual this manual contains hard to find information your cable company does not want you to know also receive the radar jammer plans never get another speeding ticket build you own radar jammer this unit will jam police radar so they can t get a reading on your vechicle radar jammers are legal in 48 states it is simple to build the free bonuses alone are worth acting now the cable descrambler kit comes with a thirty day money back guarantee if your not completely satisfied send the cable descrambler kit back and you keep the bonuses for free you have nothing to lose regular price 19 95 act within the next 7 days and receive for 12 95 act now simply send 12 95 that s right only 12 95 but you must act within 7 days for this special price send 12 95 check or money order to gpg software 12105 west center rd 382 omaha ne 68144 this information is sold for educational purposes only if you would like to be removed richeyg40 yahoo com ,0
640, begin forwarded text status ro delivered to fork example com to fork example com subject re optical analog computing from dave long sender fork admin xent com date wed 02 oct 2002 11 09 34 0700 the first computer to crack enigma was optical computing with interference patterns etc makes perfect sense but enigma was cracked by building mechanical systems that were essentially enigma machines and brute forcing look for zygalski sheets by koerner s narrative it wound up being a hybrid affair bletchley had mock enigmas which cycled through the enigma s 18k starting positions in a quarter of an hour but the germans started using a plugboard which then had 1 5x10 14 possibilities the poles noticed that there were some patterns in the messages which were only possible via certain plugboard settings and so when we have collected several such cards corresponding to different initial signals we place them in a pile so that the squares corresponding to the same daily settings are aligned and shine a light beneath the pile only those squares which let the light through will correspond to possible daily settings so the brute force hardware allowed precalculation of optical computing devices which then narrowed down the possibilities enough for brute force to again be used for daily decodes until on 10 may the germans invaded france and on the same day in accordance with the best cryptographic principles they changed their enigma procedures in such a way that the 1560 zygalski sheets each with their carefully drilled 1000 or so holes became just so much waste cardboard dave the first synthetic aperture radar processor was optical this is also easy to believe given dr elachi s description of the 1981 shuttle imaging radar the received signal is recorded on an optical film which is retrieved after landing the film is then processed in an optical correlator to generate the final image which makes sense as one wishes to shift each component of the return in proportion to its frequency for which one presumably needs a glorified prism alternatively the signal can be digitized and then recorded on board or transmitted to the ground via a digital data link this was the case with the sensor flown in 1984 koerner the pleasures of counting in which various aspects of the enigma decoding cover four chapters of which i quote from two sections of one 14 2 beautiful polish females and 14 3 passing the torch churchill s romantic soul loved the excitement and secrecy surrounding bletchley he relished the way that t he old procedures like the setting up of agents the suborning of informants the sending of messages written in invisible ink the masquerading the dressing up the secret transmitters and the examining of the contents of waste paper baskets all turned out to be largely cover for this other source as one might keep some old established business in rare books going in order to be able under cover of it to do a thriving trade in pornography and erotica looking at the disparate unkempt and definitely unmilitary crew formed by his top code breakers he is said to have added to his head of intelligence i know i told you to leave no stone unturned to find the necessary staff but i did not mean you to take me so literally end forwarded text r a hettinga the internet bearer underwriting corporation 44 farquhar street boston ma 02131 usa however it may deserve respect for its usefulness and antiquity predicting the end of the world has not been found agreeable to experience edward gibbon decline and fall of the roman empire ,1
2157,http www ouchytheclown com welcome html yahoo groups sponsor 4 dvds free s p join now http us click yahoo com pt6ybb nxieaa mvfiaa 7gsolb tm to unsubscribe from this group send an email to forteana unsubscribe egroups com your use of yahoo groups is subject to http docs yahoo com info terms ,1
678, clark c evans said hello i m hosted on a freebsd box where i can t modify the local perl installation i downloaded and installed procmail in my home directory and now i m trying to get spamassassin to work bash 2 05 perl makefile pl prefix home cce sysconfdif home cce etc warning prerequisite html parser 0 not found at eval 1 line 219 warning prerequisite pod usage 0 not found at eval 1 line 219 sysconfdif is not a known makemaker parameter name sysconfdir j this sf net email is sponsored by osdn tired of that same old cell phone get a new here for free https www inphonic com r asp r sourceforge1 refcode1 vs3390 spamassassin talk mailing list spamassassin talk lists sourceforge net https lists sourceforge net lists listinfo spamassassin talk ,1
1662,martin yes confirming what i said in my last message ah i see where the problem lies you seem to be labouring under the misapprehension that zimbabwe and zambia are the same country no that would be rather silly there are conflicting reports on whether zambia is prepared to accept milled gm grain or not and from reports from various sources considerable debate within that country there s complex issues not all of which can be dismissed by blaming those nasty environmentalists which was my original point timc yahoo groups sponsor 4 dvds free s p join now http us click yahoo com pt6ybb nxieaa mvfiaa 7gsolb tm to unsubscribe from this group send an email to forteana unsubscribe egroups com your use of yahoo groups is subject to http docs yahoo com info terms ,1
499,url http boingboing net 85494694 date not supplied some of the words in the new shorter oxford english dictionary asylum seeker economic migrant bed blocking and stakeholder pension reflect the serious side of life bunny hugger a conservationist or animal lover chick flick a film appealing to women gearhead a car enthusiast and grinch a spoilsport or killjoy are entries in a more light hearted vein several entries are testaments to the popularity of science fiction among them tardis from the tv series doctor who jedi from star wars and klingon from star trek link 1 discuss 2 thanks mark 1 http www askoxford com worldofwords wordfrom shorter 2 http www quicktopic com boing h 2tc5tcqqcrd3b ,1
1688,hello all i get problems with the latest nightly build from spamassassin with vmailmgr omail admin it scans the mail and gives it an x spam status no hits 11 4 required 7 0 can someone look at the code for it maybe because option f is gone greetings erik rudolfs this sf net email is sponsored by osdn tired of that same old cell phone get a new here for free https www inphonic com r asp r sourceforge1 refcode1 vs3390 spamassassin devel mailing list spamassassin devel lists sourceforge net https lists sourceforge net lists listinfo spamassassin devel ,1
1099, guido why would we care about installing a few extra files as long as guido they re inside a package i guess you needn t worry about that it just doesn t seem clean to me s ,1
852, malte s stretz said 1046 is fixed but what about 1011 add a notice about irix and m to the docs 1031 cygwin s exe ext 1043 a cosmetic but rather disturbing one all now fixed 1004 to malformed borken wontfix 1006 packaging related eh will leave this for 2 50 ok if there s nothing moderately serious shown up tonight i ll release it tomorrow am gmt j this sf net email is sponsored by thinkgeek welcome to geek heaven http thinkgeek com sf spamassassin talk mailing list spamassassin talk lists sourceforge net https lists sourceforge net lists listinfo spamassassin talk ,1
2248,what does this mean i set up procmailrc for a spamtrap but i m getting an error i also am reporting to pyzor and dcc and they aren t registering an error what s weird is that it works sometimes oct 02 23 46 11 470523 report 14051 4 honor cloudmark com 20 oct 02 23 46 11 470805 report 14051 6 response to sent 3 res 1 err 230 oct 02 23 46 11 471825 report 14051 5 mail 1 orig email special case eng 1 server accept ed report oct 02 23 46 11 472228 report 14051 8 mail 1 0 eng 4 err 230 server wants mail this sf net email is sponsored by thinkgeek welcome to geek heaven http thinkgeek com sf razor users mailing list razor users lists sourceforge net https lists sourceforge net lists listinfo razor users ,1
2256,url http www newsisfree com click 3 7764729 159 date 2002 09 11t22 41 04 01 00 in the second of our series from the gdc europe we talk with microsoft s bill fulton about usability testing for games scee s zeno colaco about pitching publishers and harvey smith of ion storm about emergent game design ,1
524,hi matthias i think i could do help you out with new plugins package for gkrellm 2 would you prefer to keep it as it is now or package every plugin separately the latter would be probably easier to maintain ille skytt ville skytta at iki fi rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
917,you missed the part that said that spam is kept in the ethunk and was viewable by a simple viewer for final disposition of course with outbloat you could fire up pythonwin and stuff the spam into the junk email folder but then you loose the ability to retrain on the user classified ham spam david leblanc seattle wa usa original message from spambayes bounces whisper oz net python org mailto spambayes bounces whisper oz net python org on behalf of tim peters sent friday september 06 2002 12 24 to spambayes python org subject re spambayes deployment guido a program that acts both as a pop client and a pop server you configure it by telling it about your real pop servers you then point your mail reader to the pop server at localhost when it receives a connection it connects to the remote pop servers reads your mail and gives you only the non spam fyi i ll never trust such a scheme i have no tolerance for false positives and indeed do nothing to try to block spam on any of my email accounts now for that reason deliver all suspected spam to a spam folder instead and i d love it spambayes mailing list spambayes python org http mail python org mailman 21 listinfo spambayes ,1
1791,url http diveintomark org archives 2002 09 25 html foaf explorer date 2002 09 25t18 18 53 05 00 morten frederiksen has taken a first stab at a real time social network explorer based on foaf files you could start on my profile 1 and explore from there or enter the url of your own foaf file at the bottom of the page it s heavy on tech details but you can easily see the potential here it s also a great way to debug your foaf file if you added anything manually now we need somebody to build a spider that follows foaf knows links and draws pretty social network diagrams so we can see the forest for the trees 1 http xml mfd consult dk foaf foaf http 3a 2f 2fdiveintomark org 2fpublic 2ffoaf rdf ,1
2274, misc rants about finding jobs java vs c what makes a good programmer etc okay hmm i thought twice about this but what the hey jobs are hard to come by there s a company hiring in mountain view looking for a few good hackers no java no gui not even c just c and linux and networking and good old stuff like that they just raised a wad of money and they re looking for a few really good programmers says the cto i know him very smart guy drives too fast though for what that s worth joe bob says check it out i d be happy to pass on your resume or you can send it straight to them probably won t matter if i pass it on since i don t know you guys anyway http www netli com sherry original message from joseph s barrera iii mailto joe barrera org sent tuesday august 27 2002 8 58 am to adam l beberg cc fork example com subject re java is for kiddies adam l beberg wrote forwarding me stuff from a list is hardly handing me a job i was talking about the open reqs at kana the company i work for oh but programming in java is beneath you nope just lacking years and years of it for some silly reason people always want things to be reliable fast and cross platform so all my employers have forced me to code in c c is more reliable than java as for cross platform c exists on more platforms but a java program is much easier to move from one platform to another so i m not sure what you mean i m not trying to fight a language war but i m puzzled by the depth of your anti java hatred i know lots of high school kiddies with plenty of java tho not having to teach people about pointers or optimization or anything shaves years off the coder boot time i ll send them your way when they graduate pointers so a language has to have pointers to be real and references don t count i gather what s so great about pointers why do you miss them if your doing embedded stuff fine yes you need the performance and control over memory that c provides probably but if your implementing tier n 1 of a tier n system and pounding against a database then java is often a very reasonable choice especially if you want that system to run without leaking memory optimization who says you can t optimize java i can and have and there are good tools that allow you to do it i use optimizeit but usually i find myself optimizing reducing database accesses instead i sped one part of the system up by a factor of ten by grouping more operations into fewer transactions but this is beside the point if you have decent c experience and have poked around in java you should be able to convince most employers that you can be trusted writing java that s what i did i mean i joined kana from microsoft and i didn t exactly write a lot of java code at microsoft i m not displeased you re trying to help just frustrated that employers can demand such rediculous combinations of skills with insane years of experience i don t think i ve ever interviewed at a place where i actually met all the prerequisites do you just give up when you don t interview tommorow with kodak doing i have no idea what as the recruiter isnt even sure but cross your fingers it wont require 10 years of java and 5 years of windows ia 64 s device driver experience both common requirements i wish you best of luck and i apologies for being a bitch but god damn you piss me off sometimes my son occasionally displays your can t do attitude and i do my damnest to get him to reverse course joe ,1
2036, original message from scott wood to sent monday october 07 2002 6 51 am subject zzzzteana re megalithomania unpissup in forteana y webmaster wrote right talking stick but what the hell is marathon snickers jif cif and calls itself secret chiefs drs rebranding taking something and changing nothing about it except its name in the uk marathon bars became snickers bar jif cleaning fluid became cif and talking stick became secret chiefs y know scott at once a fun fair a petrified forest and the great temple of amun at karnak itself drunk and reeling in an eccentric earthquake join the world s largest e mail service with msn hotmail http www hotmail com to unsubscribe from this group send an email to forteana unsubscribe egroups com your use of yahoo groups is subject to http docs yahoo com info terms yahoo groups sponsor home selling try us http us click yahoo com qrpzmc itmeaa mvfiaa 7gsolb tm to unsubscribe from this group send an email to forteana unsubscribe egroups com your use of yahoo groups is subject to http docs yahoo com info terms ,1
396, have tax problems do you owe the irs money if your debt is 5 000 us or more we can help our licensed agents can help you with both past and present tax debt we have direct contacts with the irs so once your application is processed we can help you immediately without further delay also as our client we can offer you other services and help with other problems our nationally recognized tax attorneys paralegals legal assistants and licensed enrolled agents can help you with tax preparation audits seizures bank levies asset protection audit reconsideration trust fund penalty defense penalty appeals penalty abatement wage garnishments and more to receive free information on tax help please fill out the form below and return it to us there are no obligations and supplied information is kept strictly confidential please note that this offer only applies to us citizens application processing may take up to 10 business days note for debt size please also include any penalties or interest full name nbsp nbsp state nbsp nbsp alabama alaska arizona arkansas california colorado connecticut delaware dist of columbia florida georgia hawaii idaho illinois indiana iowa kansas kentucky louisiana maine maryland massachusetts michigan minnesota mississippi missouri montana nebraska nevada new hampshire new jersey new mexico new york north carolina north dakota ohio oklahoma oregon pennsylvania rhode island south carolina south dakota tennessee texas utah vermont virginia washington west virginia wisconsin wyoming phone number nbsp nbsp time to contact nbsp nbsp tax debt size nbsp nbsp e mail nbsp nbsp nbsp thank you for your time note if you wish to receive no further advertisements regarding this matter or any other please reply to this e mail with the word remove in the subject q10bvq9lvq1 ,0
742, it was the best of times it was the worst of times it was the age of wisdom it was the age of foolishness it was the epoch of belief it was the epoch of incredulity it was the season of light it was the season of darkness it was the spring of hope it was the winter of despair we had everything before us we had nothing before us we were all going direct to heaven we were all going direct the other way c dickens g quon wrote there is a greater darkness than the one we fight it is the darkness of the soul that has lost its way the war we fight is not against powers and principalities it is against chaos and despair greater than the death of flesh is the death of hope the death of dreams against this peril we can never surrender the future is all around us waiting in moments of transition to be born in moments of revelation no one knows the shape of that future or where it will take us we know only that it is always born in pain jws ,1
752,url http diveintomark org archives 2002 09 24 html stark raving sane date 2002 09 24t22 05 32 05 00 sam ruby stark raving mad 1 this post was entered in radio extracted using a batch file via some usertalk parsed using perl cleaned up by tidy and a c program of my own design transferred to intertwingly using scp and then ssh triggers unpacking on the destination site where a shell script takes over invokes indexing using jakarta s lucene and then a python script pings weblogs com and blo gs tom stoppard rosencrantz and guildenstern are dead guildenstern 8220 a man talking sense to himself is no madder than a man talking nonsense not to himself 8221 rosencrantz 8220 or just as mad 8221 guildenstern 8220 or just as mad 8221 rosencrantz 8220 and he does both 8221 guildenstern 8220 so there you are 8221 rosencrantz 8220 stark raving sane 8221 1 http www intertwingly net blog 844 html ,1
177,1 fight the risk of cancer http www adclick ws p cfm o 315 s pk007 2 slim down guaranteed to lose 10 12 lbs in 30 days http www adclick ws p cfm o 249 s pk007 3 get the child support you deserve free legal advice http www adclick ws p cfm o 245 s pk002 4 join the web s fastest growing singles community http www adclick ws p cfm o 259 s pk007 5 start your private photo album online http www adclick ws p cfm o 283 s pk007 have a wonderful day offer manager prizemama if you wish to leave this list please use the link below http www qves com trim ilug linux ie 7c17 7c114258 irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie ,0
241,opportunity is knocking why because mortgage rates are rising as a national lender not a broker we can guarantee you the lowest possible rate on your home loan rates may well never be this low again this is your chance to secure a better future you could literally save enough money to buy that new car you ve been wanting or to take that special vacation why pay more than you have to pay we can guarantee you the best rate and the best deal possible for you but only if you act now this is a free service no fees of any kind you can easily determine if we can help you in just a few short minutes we only provide information in terms so simple that anyone can understand them we promise that you won t need an attorney to see the savings we offer both first and second home loans and we will be happy to show you why your current loan is the best for you 0r why you should replace it once again there s no risk for you none at all take two minutes and use the link s below that works for you let us show you how to get more for yourself and your family don t let opportunity pass you by take action now click here http 209 202 221 16 director asp id 1 target http 211 167 74 101 mortg sincerely chalres m gillette mortcorp llc olhfilghxvuyfkfqbviqgacyenuuufpyswymlajxucqhpojagplujpmovuiaphwlqkkstgipemliwuugqptjukjklbjlgxqmuogtiwhhdlhjhkbucvbyqvgfp the new netscape 7 0 browser is now available upgrade now http channels netscape com ns browsers download jsp get your own free personal netscape mail account today at http webmail netscape com ,0
816,url http www newsisfree com click 1 8381139 215 date 2002 09 30t03 05 04 01 00 no retreat on pfi unions are warned ,1
868, on thursday sep 19 2002 at 14 51 europe london bill kearney wrote from the completely unrelated but funny department talk like a pirate day http www washingtonpost com wp dyn articles a5011 2002sep11 html which is today of course that and piratecore rapping style http poorman blogspot com 2002 09 01 poorman archive html 81798893 anything just anything to get us off the geek dating tips topic bill kearney arrr he be a scurvy dog that bill kearney ,1
764,url http www newsisfree com click 5 8305902 1717 date 2002 09 27t09 52 31 01 00 stuff co nz ,1
102,once upon a time ben wrote i use a mostly red hat 8 0 system but prefer to configure and build my kernel by hand i d like to humbly offer a tweak to alsa driver spec that helps it build cleanly under such circumstances i recognize that freshrpms net packages are designed with standard red hat in mind including a standard kernel rpm however i hope that matthias will consider the tweak small enough to justify its incorporation well i don t really find it consistent at all to use an rpm package built against something that wasn t installed through rpm what i d recommend in your case you should keep at least one original red hat linux kernel you do just in case right and install the matching alsa kernel package as you ll need at least one because of the dependencies then for your custom built kernel simply configure with cards all make make install destdir tmp alsa driver from the alsa driver sources then as root copy all the modules under tmp alsa driver lib modules to your modules dir and run depmod a of course you can even make it much faster by not compiling all un needed drivers as i guess that s one of the reasons one would rebuild his own kernel i find this the easiest and cleanest way to get around the problem it s what i ve done and what i ll keep doing on my laptop where i m running a kernel recompiled with acpi matthias clean custom red hat linux rpm packages http freshrpms net red hat linux release 7 3 valhalla running linux kernel 2 4 18 10acpi load 0 00 0 02 0 00 rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
912,url http diveintomark org archives 2002 09 23 html now heavily medicated date 2002 09 23t16 11 02 05 00 trust me when i tell you that heavy medication and rdf do not mix here is a list of things i intend to re read once the fog lifts phil ringnalda using foaf relationships 1 and just say no to trackback in index html 2 les orchard per post comment rss feed 3 phil wainewright the bare necessities of rss 4 and what to do about rdf 5 the beginning of an rss 2 0 best practices document jonathon delacour trying to score a goal 6 8220 as the best and the brightest focus on the possibilities of foaf i turned my attention to yesterday s news rss 8221 no rss will always be today s news get it today s newzzz never mind comments on ben hammersley s friend of a friend 7 various ways to link to a foaf file from an rss feed nicholas chase the web s future xhtml 2 0 8 we re losing backward compatibility isn t that great well he seems to think so mod cc 9 a module for including copyright information in rdf documents such as rss 1 0 feeds and i hope foaf files shelley powers who is your audience and what are you trying to accomplish 10 addressing the growing identity crisis on the rss dev mailing list 11 also the comments on shelley s article 12 ian hickson pingback 1 0 13 8220 the best thing about this idea is that unlike similar schemes like trackback it is totally transparent to both users 8221 new software helps in building of accessible web sites 14 a press release for a new edition of lift 15 which i have never used forget mars bars twinkies now the deep fried treat 16 8220 the secret to making a deep fried twinkie he says is to place it in the fridge first to give it more stability he then rolls it in flour covers it with batter and plunks it into the oil 8221 1 http philringnalda com archives 002324 php 2 http philringnalda com archives 002329 php 3 http www decafbad com news archives 000290 phtml 4 http howto looselycoupled com blog 2002 09 15 dy htm 5 http howto looselycoupled com blog 2002 09 22 dy htm 85480973 6 http weblog delacour net archives 000707 html 7 http rss benhammersley com archives 001387 html 8 http www 106 ibm com developerworks library wa xhtml n wa 9192 9 http web resource org rss 1 0 modules cc 10 http weblog burningbird net archives 000541 php 11 http groups yahoo com group rss dev 12 http burningbird net cgi bin mt comments cgi entry id 541 13 http ln hixie ch start 1032794857 count 1 14 http maccentral macworld com news 0209 23 usable php 15 http www usablenet com 16 http www globeandmail com servlet articlenews pestory tgam 20020923 ufattn headlines headdex headdexinternational temp 13 13 22 ,1
55,dear sir madam if you are fed up of being ripped off by the british government every time you buy your tobacco then you should visit our website where you can now buy 4 cartons of cigarettes or 40 pouches of rolling tobacco from as little as 170 euros approx 105 pounds inclusive of delivery by registered air mail from our office in spain why pay more visit our website at http www smokesdirect com id 2 best regards sales department smokes direct spain xay2095811y irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie ,0
100,hello chris oh i don t know time lag synchrocity or mutual shared experience over time its like 930 am i can t function yet lord knows its 630 where you are i say this should be a fork posit co scary i was just listening to the radio stream from kuow and heard co the story just moments ago co we re on opposite sides of the continent yet we appear to have just had a co shared experience there should be a name for that co cheers co cco co on sat 21 sep 2002 bitbitch magnesium net wrote so they have aaron schwartz on npr s weekend edition talking about warchalking i ll agree its funny his voice is squeaky and i m jealous that he got on radio and i didn t best regards bitbitch mailto bitbitch magnesium net ,1
777,url http jeremy zawodny com blog archives 000210 html date 2002 10 01t15 24 02 08 00 wow check out western digital s drivezilla they ve announced 200gb hard disks something tells me that i ll have my own terabyte by the end of 2003 ,1
1263,owen byrne wrote what a load of crap politics are somehow more muddy now i d say that its considerably clearer the vast majority of people feel disenfranchised and the common practice of putting protestors in boxes is done usually to hide them from tv cameras visiting dignitaries etc further exacerbating those feelings unpeaceably disrupting political rallies is now usually done by police with riot gear and pepper spray we had a good one here a month or so ago a few people peaceably strayed from the permit area which was nearly a mile from the site of the meeting of finance ministers held here the motorcade drove by it for about 10 seconds and were immediately gassed beaten and arrested not very muddied at all what does that exactly have to do with the statement that distruption of peacable political assembly has become a common practice disruption tool it s an observation not a judgement comment approval you ve focused on the word muddy to use it in a different context than the one i posted maybe the distinction i was trying to make was too subtle and i was trying to be too clever with my writing this morning let me summarize the important parts of my post for you i have a premise that there is a difference between free and protected speech and action i think o neill on his soapbox doesn t understand the distinction all better greg ,1
1093,on thu sep 19 2002 at 11 11 47am 0400 bill stoddard wrote people either these folks are social misfits who have no understanding of human interactions else they would try more constructive means to get their message across or they are just out to get their rocks off regardless of how it affects other people and that is immoral at best and downright evil at worst are you kidding it was fucking brilliant do you know what exposure that got them they sat perfectly so that the cameras could focus on the mildly exasperated rumsfeld and their un inspections not war banner that picture will be dominating the news cycles in china iraq russia germany and france at least for goodness sakes you re arguing about it on fork in politics by sound bite those two rude hags kicked ass and took names for the record i don t think they even got arrested which is a shame it is part of the game make an ass of yourself get your point on the nightly news spend a couple days in the clink for disorderly njl ,1
2061,on 8 sep 2002 at 22 15 geege schuman wrote who watched lathe of heaven a e 8 pm edt who has seen the original by original if you are referring to the old pbs version i liked that version much better much more thought provoking ,1
197,url http www askbjoernhansen com archives 2002 09 07 html date 2002 09 07t22 25 08 08 00 rael is plagued by msie instability on mac os x i use a recent nightly build of chimera as my default browser 0 4 has some issues with plugins or with quicktime anyway on 10 2 but the 0 5 builds are working great fast too mozilla is ugly msie is slow and unstable opera on os x doesn t render too many pages omniweb and icab are not keeping up chimera rocks i have used chimeraknight to do the updating it also makes ,1
2013, athalon redhat linux machine athalon redhat not recognized configure error bin sh admin config sub athalon redhat linux failed error bad exit status from home dale rpmbuild tmp rpm tmp 26673 prep woah did you tweak some flags yourself like default rpm flags what dist are you running i don t think there s an athalon redhat linux machine as standard it should be some permutation of athlon and linux and without redhat but i can t tell for sure any idea where your system might be setting this flag rpm build errors user jkeating does not exist using root group jkeating does not exist using root user jkeating does not exist using root group jkeating does not exist using root bad exit status from home dale rpmbuild tmp rpm tmp 26673 prep looks like the files are owned by the wrong user ie the original spec builder thomas the dave dina project future tv today http davedina apestaart org goodbye i ve finally arrived urgent the best radio on the internet 24 7 http urgent rug ac be rpm list mailing list http lists freshrpms net mailman listinfo rpm list ,1
186, adult club offers free membership instant access to all sites now your user name and password is user name zzzz example com password 760382 5 of the best adult sites on the internet for free news 08 18 02 with just over 2 9 million members that signed up for free last month there were 721 184 new members are you one of them yet our membership faq q why are you offering free access to 5 adult membership sites for free a i have advertisers that pay me for ad space so you don t have to pay for membership q is it true my membership is for life a absolutely you ll never have to pay a cent the advertisers do q can i give my account to my friends and family a yes as long they are over the age of 18 q do i have to sign up for all 5 membership sites a no just one to get access to all of them q how do i get started a click on one of the following links below to become a member these are multi million dollar operations with policies and rules fill in the required info and they won t charge you for the free pass if you don t believe us just read their terms and conditions 5 adults farm http 80 71 66 8 farm aid 760382 girls and animals getting freaky free lifetime membership 4 sexy celebes http 80 71 66 8 celebst aid 760382 thousands of xxx celebes doing it free lifetime membership 3 play house porn http 80 71 66 8 mega aid 760382 live feeds from 60 sites and web cams free lifetime membership 2 asian sex fantasies http 80 71 66 8 asian aid 760382 japanese schoolgirls live sex shows free lifetime membership 1 lesbian lace http 80 71 66 8 lesbian aid 760382 girls and girls getting freaky free lifetime membership jennifer simpson miami fl your free lifetime membership has entertained my boyffriend and i for the last two years your adult sites are the best on the net joe morgan manhattan ny your live sex shows and live sex cams are unbelievable the best part about your porn sites is that they re absolutely free removal instructions you have received this advertisement because you have opted in to receive free adult internet offers and specials through our affiliated websites if you do not wish to receive further emails or have received the email in error you may opt out of our database here http 80 71 66 8 optout please allow 24 hours for removal vonolmosatkirekpups ,0
